source_row,stable_id,player_name,affl_team,eligibilities,match_status,legacy_name,legacy_team,legacy_eligibilities,previous_vnext_included,previous_vnext_exclusion_reason
531,liam-puncher,Liam Puncher,North Melbourne Kangaroos,K-DEF,matched,Liam Puncher,Collingwood,K-DEF,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
771,liam-reidy,Liam Reidy,Western Bulldogs,"RUCK,G-FWD,K-FWD",matched,Liam Reidy,Fremantle,RUCK,True,
453,liam-ryan,Liam Ryan,Melbourne Demons,G-FWD,matched,Liam Ryan,West Coast,GEN_FWD,True,
373,liam-stocker,Liam Stocker,Free Agents,G-DEF,matched,Liam Stocker,Carlton,GEN_DEF,True,
227,lincoln-mccarthy,Lincoln McCarthy,Essendon Bombers,"G-FWD,G-DEF",matched,Lincoln McCarthy,Geelong,GEN_FWD,True,
106,lloyd-meek,Lloyd Meek,Carlton Blues,RUCK,matched,Lloyd Meek,Fremantle,RUCK,True,
700,logan-evans,Logan Evans,Sydney Swans,G-DEF,matched,Logan Evans,Port Adelaide,GEN_DEF,True,
203,logan-mcdonald,Logan McDonald,Essendon Bombers,"G-FWD,K-FWD",matched,Logan McDonald,Sydney,K-FWD,True,
690,logan-morris,Logan Morris,Sydney Swans,"G-FWD,K-FWD",matched,Logan Morris,Brisbane,K-FWD,True,
321,logan-smith,Logan Smith,Fremantle Dockers,RUCK,matched,Logan Smith,GWS,RUCK,True,
19,louis-emmett,Louis Emmett,Adelaide Crows,RUCK,matched,Louis Emmett,Western Bulldogs,RUCK,True,
329,lucas-camporeale,Lucas Camporeale,Fremantle Dockers,MID,matched,Lucas Camporeale,Carlton,MID,True,
442,lucca-grego,Lucca Grego,Melbourne Demons,G-DEF,matched,Lucca Grego,West Coast,GEN_DEF,True,
28,lukas-cooke,Lukas Cooke,Adelaide Crows,G-DEF,matched,Lukas Cooke,Melbourne,K-DEF,True,
537,luke-beecken,Luke Beecken,Port Adelaide Power,MID,matched,Luke Beecken,Brisbane,MID,True,
675,luke-cleary,Luke Cleary,Sydney Swans,G-DEF,matched,Luke Cleary,Western Bulldogs,GEN_DEF,True,
598,luke-davies-uniacke,Luke Davies-Uniacke,Richmond Tigers,MID,matched,Luke Davies-Uniacke,North Melbourne,MID,True,
647,luke-jackson,Luke Jackson,St Kilda Saints,RUCK,matched,Luke Jackson,Melbourne,RUCK,True,
508,luke-kennedy,Luke Kennedy,North Melbourne Kangaroos,MID,matched,Luke Kennedy,Western Bulldogs,MID,True,
272,luke-lloyd,Luke Lloyd,Free agents,"K-FWD,G-FWD",matched,Luke Lloyd,Brisbane,K-FWD,False,no_current_or_historical_scoring_games+no_recent_activity_signal+not_recent_unplayed_draftee
356,luke-mcdonald,Luke McDonald,Geelong Cats,G-DEF,matched,Luke McDonald,North Melbourne,GEN_DEF,True,
786,luke-nankervis,Luke Nankervis,Western Bulldogs,MID,matched,Luke Nankervis,Adelaide,GEN_DEF,True,
511,luke-parker,Luke Parker,North Melbourne Kangaroos,"MID,G-DEF",matched,Luke Parker,Sydney,GEN_DEF,True,
204,luke-pedlar,Luke Pedlar,Essendon Bombers,G-FWD,matched,Luke Pedlar,Adelaide,GEN_FWD,True,
756,luke-ryan,Luke Ryan,West Coast Eagles,G-DEF,matched,Luke Ryan,Fremantle,GEN_DEF,True,
109,luke-trainor,Luke Trainor,Carlton Blues,G-DEF,matched,Luke Trainor,Richmond,K-DEF,True,
443,luke-urquhart,Luke Urquhart,Melbourne Demons,MID,matched,Luke Urquhart,North Melbourne,MID,True,
116,luker-kentfield,Luker Kentfield,Carlton Blues,"G-FWD,K-FWD",matched,Luker Kentfield,Melbourne,K-FWD,True,
145,mabior-chol,Mabior Chol,Collingwood Magpies,"G-FWD,K-FWD",matched,Mabior Chol,Richmond,K-FWD,True,
784,mac-andrew,Mac Andrew,Western Bulldogs,"G-DEF,K-DEF",matched,Mac Andrew,Gold Coast,K-DEF,True,
480,malakai-champion,Malakai Champion,Melbourne Demons,G-FWD,matched,Malakai Champion,West Coast,GEN_FWD,True,
464,malcolm-rosas,Malcolm Rosas,Melbourne Demons,G-FWD,matched,Malcolm Rosas,Gold Coast,GEN_FWD,True,
493,mani-liddy,Mani Liddy,North Melbourne Kangaroos,MID,matched,Mani Liddy,Port Adelaide,MID,True,
695,marc-pittonet,Marc Pittonet,Sydney Swans,RUCK,matched,Marc Pittonet,Hawthorn,RUCK,True,
749,marcus-bontempelli,Marcus Bontempelli,West Coast Eagles,MID,matched,Marcus Bontempelli,Western Bulldogs,MID,True,
191,marcus-herbert,Marcus Herbert,Essendon Bombers,MID,matched,Marcus Herbert,West Coast,GEN_DEF,True,
766,marcus-windhager,Marcus Windhager,Western Bulldogs,"MID,G-DEF",matched,Marcus Windhager,St Kilda,MID,True,
369,mark-blicavs,Mark Blicavs,Geelong Cats,"RUCK,MID",matched,Mark Blicavs,Geelong,MID,True,
43,mark-keane,Mark Keane,Adelaide Crows,"G-DEF,K-DEF",matched,Mark Keane,Collingwood,K-DEF,True,
77,mark-o-connor,Mark O'Connor,Brisbane Lions,"G-DEF,MID",matched,Mark O'Connor,Geelong,GEN_DEF,True,
379,mason-cox,Mason Cox,Geelong Cats,"RUCK,G-FWD,K-FWD",matched,Mason Cox,Collingwood,K-FWD,True,
154,mason-redman,Mason Redman,Collingwood Magpies,G-DEF,matched,Mason Redman,Essendon,GEN_DEF,True,
557,mason-wood,Mason Wood,Port Adelaide Power,"MID,G-FWD",matched,Mason Wood,North Melbourne,GEN_FWD,True,
350,massimo-d-ambrosio,Massimo D'Ambrosio,Geelong Cats,MID,matched,Massimo D'Ambrosio,Essendon,MID,True,
799,matt-carroll,Matt Carroll,Western Bulldogs,"G-DEF,MID",matched,Matt Carroll,Carlton,MID,True,
34,matt-cottrell,Matt Cottrell,Adelaide Crows,"MID,G-FWD",matched,Matt Cottrell,Carlton,MID,True,
515,matt-duffy,Matt Duffy,North Melbourne Kangaroos,"G-DEF,K-DEF",matched,Matt Duffy,Carlton,GEN_DEF,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
257,matt-guelfi,Matt Guelfi,Free agents,G-FWD,matched,Matt Guelfi,Essendon,GEN_FWD,True,
261,matt-hill,Matt Hill,Free agents,G-DEF,matched,Matt Hill,Hawthorn,GEN_FWD,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
788,matt-johnson-1,Matt Johnson,Western Bulldogs,MID,matched,Matt Johnson,Fremantle,MID,True,
285,matt-owies,Matt Owies,Free agents,G-FWD,matched,Matt Owies,Carlton,GEN_FWD,True,
153,matt-rowell,Matt Rowell,Collingwood Magpies,MID,matched,Matt Rowell,Gold Coast,MID,True,
1,matt-whitlock,Matt Whitlock,Adelaide Crows,"G-DEF,G-FWD,K-DEF",matched,Matt Whitlock,North Melbourne,K-FWD,True,
51,mattaes-phillipou,Mattaes Phillipou,Brisbane Lions,"G-FWD,MID",matched,Mattaes Phillipou,St Kilda,MID,True,
693,matthew-flynn,Matthew Flynn,Sydney Swans,RUCK,matched,Matthew Flynn,GWS,RUCK,True,
118,matthew-jefferson,Matthew Jefferson,Carlton Blues,"G-FWD,K-FWD",matched,Matthew Jefferson,Melbourne,K-FWD,True,
636,matthew-kennedy-1,Matthew Kennedy,St Kilda Saints,MID,matched,Matthew Kennedy,GWS,MID,True,
406,matthew-leray,Matthew LeRay,Hawthorn Hawks,MID,matched,Matthew LeRay,Hawthorn,MID,True,
782,matthew-roberts,Matthew Roberts,Western Bulldogs,"G-DEF,MID",matched,Matthew Roberts,Sydney,GEN_DEF,True,
671,maurice-rioli-1,Maurice Rioli,Sydney Swans,G-FWD,matched,Maurice Rioli,Richmond,GEN_FWD,True,
97,max-beattie,Max Beattie,Carlton Blues,"MID,G-FWD",matched,Max Beattie,Hawthorn,GEN_FWD,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
522,max-gawn,Max Gawn,North Melbourne Kangaroos,RUCK,matched,Max Gawn,Melbourne,RUCK,True,
188,max-gruzewski,Max Gruzewski,Essendon Bombers,"G-FWD,K-FWD",matched,Max Gruzewski,GWS,K-FWD,True,
781,max-hall,Max Hall,Western Bulldogs,"G-FWD,MID",matched,Max Hall,St Kilda,GEN_FWD,True,
691,max-heath,Max Heath,Sydney Swans,"RUCK,G-FWD,K-FWD",matched,Max Heath,St Kilda,RUCK,True,
390,max-holmes,Max Holmes,Geelong Cats,MID,matched,Max Holmes,Geelong,MID,True,
432,max-king-stk,Max King,Hawthorn Hawks,"K-FWD,G-FWD",matched,Max King,St Kilda,K-FWD,True,
303,max-knobel,Max Knobel,Fremantle Dockers,RUCK,matched,Max Knobel,Fremantle,RUCK,False,no_current_or_historical_scoring_games+no_recent_activity_signal+not_recent_unplayed_draftee
420,max-kondogiannis,Max Kondogiannis,Hawthorn Hawks,G-DEF,matched,Max Kondogiannis,Essendon,GEN_DEF,True,
692,max-mapley,Max Mapley,Sydney Swans,RUCK,matched,Max Mapley,Melbourne,RUCK,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
100,max-michalanney,Max Michalanney,Carlton Blues,G-DEF,matched,Max Michalanney,Adelaide,GEN_DEF,True,
397,max-ramsden,Max Ramsden,Hawthorn Hawks,"G-FWD,K-FWD",matched,Max Ramsden,Hawthorn,K-FWD,True,
593,max-king-syd,Maxwell King,Richmond Tigers,"G-FWD,K-FWD",matched,Maxwell King,Sydney,GEN_FWD,True,
547,michael-frederick,Michael Frederick,Port Adelaide Power,"G-FWD,MID",matched,Michael Frederick,Fremantle,GEN_FWD,True,
48,michael-sellwood,Michael Sellwood,Brisbane Lions,G-DEF,matched,Michael Sellwood,Western Bulldogs,GEN_DEF,True,
582,milan-murdock,Milan Murdock,Richmond Tigers,"MID,G-FWD",matched,Milan Murdock,West Coast,GEN_FWD,True,
774,miles-bergman,Miles Bergman,Western Bulldogs,G-DEF,matched,Miles Bergman,Port Adelaide,GEN_DEF,True,
497,mitch-georgiades,Mitch Georgiades,North Melbourne Kangaroos,"G-FWD,K-FWD",matched,Mitch Georgiades,Port Adelaide,K-FWD,True,
361,mitch-mcgovern,Mitch McGovern,Geelong Cats,"G-DEF,G-FWD",matched,Mitch McGovern,Adelaide,GEN_DEF,True,
404,mitch-podhajski,Mitch Podhajski,Hawthorn Hawks,"G-FWD,K-FWD",matched,Mitch Podhajski,Collingwood,K-FWD,True,
534,mitch-zadow,Mitch Zadow,Port Adelaide Power,G-FWD,matched,Mitch Zadow,Port Adelaide,GEN_FWD,True,
804,mitchell-edwards,Mitchell Edwards,Western Bulldogs,RUCK,matched,Mitchell Edwards,Geelong,RUCK,True,
175,mitchell-hinge,Mitchell Hinge,Collingwood Magpies,G-DEF,matched,Mitchell Hinge,Brisbane,GEN_DEF,True,
597,mitchell-knevitt,Mitchell Knevitt,Richmond Tigers,MID,matched,Mitchell Knevitt,Geelong,MID,True,
486,mitchell-lewis,Mitchell Lewis,North Melbourne Kangaroos,"G-FWD,K-FWD",matched,Mitchell Lewis,Hawthorn,K-FWD,True,
419,mitchell-marsh,Mitchell Marsh,Hawthorn Hawks,"G-FWD,K-FWD",matched,Mitchell Marsh,Adelaide,K-FWD,True,
797,mitchito-owens,Mitchito Owens,Western Bulldogs,K-FWD,matched,Mitchito Owens,St Kilda,K-FWD,True,
331,murphy-reid,Murphy Reid,Fremantle Dockers,G-FWD,matched,Murphy Reid,Fremantle,GEN_FWD,True,
105,mykelti-lefau,Mykelti Lefau,Carlton Blues,"G-FWD,K-FWD",matched,Mykelti Lefau,Richmond,K-FWD,True,
744,nasiah-wanganeen-milera,Nasiah Wanganeen-Milera,Brisbane Lions,"G-DEF,MID",matched,Nasiah Wanganeen-Milera,St Kilda,MID,True,
183,nate-caddy,Nate Caddy,Essendon Bombers,"G-FWD,K-FWD",matched,Nate Caddy,Essendon,K-FWD,True,
614,nathan-broad,Nathan Broad,Richmond Tigers,G-DEF,matched,Nathan Broad,Richmond,GEN_DEF,True,
184,nathan-o-driscoll,Nathan O'Driscoll,Essendon Bombers,MID,matched,Nathan O'Driscoll,Fremantle,MID,True,
793,nathan-wardius,Nathan Wardius,Western Bulldogs,G-FWD,matched,Nathan Wardius,GWS,GEN_FWD,False,no_current_or_historical_scoring_games+no_recent_activity_signal+not_recent_unplayed_draftee
242,ned-bowman,Ned Bowman,Free agents,G-FWD,matched,Ned Bowman,Sydney,GEN_FWD,True,
731,ned-long,Ned Long,Brisbane Lions,"MID,G-FWD",matched,Ned Long,Hawthorn,MID,True,
652,ned-moyle,Ned Moyle,St Kilda Saints,RUCK,matched,Ned Moyle,Gold Coast,RUCK,True,
580,ned-reeves,Ned Reeves,Richmond Tigers,RUCK,matched,Ned Reeves,Hawthorn,RUCK,True,
198,neil-erasmus,Neil Erasmus,Essendon Bombers,MID,matched,Neil Erasmus,Fremantle,MID,True,
758,nic-newman,Nic Newman,West Coast Eagles,G-DEF,matched,Nic Newman,Sydney,GEN_DEF,True,
725,nicholas-coffield,Nicholas Coffield,West Coast Eagles,G-DEF,matched,Nicholas Coffield,St Kilda,GEN_DEF,True,
263,nicholas-holman,Nicholas Holman,Free agents,G-FWD,matched,Nicholas Holman,Carlton,GEN_FWD,True,
455,nicholas-martin,Nicholas Martin,Melbourne Demons,"MID,G-FWD",matched,Nicholas Martin,Essendon,MID,True,
146,nick-blakey,Nick Blakey,Collingwood Magpies,G-DEF,matched,Nick Blakey,Sydney,GEN_DEF,True,
763,nick-bryan,Nick Bryan,Western Bulldogs,RUCK,matched,Nick Bryan,Essendon,RUCK,True,
530,nick-daicos,Nick Daicos,North Melbourne Kangaroos,MID,matched,Nick Daicos,Collingwood,MID,True,
577,nick-driscoll,Nick Driscoll,Port Adelaide Power,G-FWD,matched,Nick Driscoll,Geelong,MID,True,
732,nick-haynes,Nick Haynes,West Coast Eagles,G-DEF,matched,Nick Haynes,GWS,GEN_DEF,True,
66,nick-larkey,Nick Larkey,Brisbane Lions,"G-FWD,K-FWD",matched,Nick Larkey,North Melbourne,K-FWD,True,
413,nick-madden,Nick Madden,Hawthorn Hawks,RUCK,matched,Nick Madden,GWS,RUCK,True,
342,nick-murray,Nick Murray,Fremantle Dockers,"G-DEF,K-DEF",matched,Nick Murray,Adelaide,K-DEF,True,
638,nick-vlastuin,Nick Vlastuin,St Kilda Saints,G-DEF,matched,Nick Vlastuin,Richmond,GEN_DEF,True,
182,nick-watson,Nick Watson,Collingwood Magpies,G-FWD,matched,Nick Watson,Hawthorn,GEN_FWD,True,
65,nikolas-cox,Nikolas Cox,Essendon Bombers,MID,matched,Nikolas Cox,Essendon,K-FWD,True,
615,noah-anderson,Noah Anderson,Richmond Tigers,MID,matched,Noah Anderson,Gold Coast,MID,True,
640,noah-answerth,Noah Answerth,St Kilda Saints,G-DEF,matched,Noah Answerth,Brisbane,GEN_DEF,True,
13,noah-balta,Noah Balta,Adelaide Crows,"G-DEF,G-FWD,K-FWD,K-DEF",matched,Noah Balta,Richmond,K-FWD,True,
666,noah-chamberlain,Noah Chamberlain,St Kilda Saints,"G-FWD,K-FWD",matched,Noah Chamberlain,Sydney,GEN_FWD,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
716,noah-howes,Noah Howes,Essendon Bombers,"G-FWD,K-FWD",matched,Noah Howes,Collingwood,K-FWD,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
273,noah-long,Noah Long,Free agents,G-FWD,matched,Noah Long,West Coast,GEN_FWD,True,
473,noah-mraz,Noah Mraz,Melbourne Demons,"G-DEF,K-DEF",matched,Noah Mraz,Hawthorn,K-DEF,True,
104,noah-roberts-thomson,Noah Roberts-Thomson,Carlton Blues,MID,matched,Noah Roberts-Thomson,Richmond,GEN_FWD,True,
387,oisin-mullin,Oisin Mullin,Geelong Cats,"G-DEF,MID",matched,Oisin Mullin,Geelong,GEN_DEF,True,
712,oliver-florent,Oliver Florent,Sydney Swans,"MID,G-DEF",matched,Oliver Florent,Sydney,GEN_DEF,True,
310,oliver-francou,Oliver Francou,Fremantle Dockers,MID,matched,Oliver Francou,West Coast,MID,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
216,oliver-griffin,Oliver Griffin,Essendon Bombers,G-FWD,matched,Oliver Griffin,North Melbourne,GEN_FWD,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
448,oliver-hannaford,Oliver Hannaford,Melbourne Demons,MID,matched,Oliver Hannaford,GWS,GEN_FWD,True,
74,oliver-hayes-brown,Oliver Hayes-Brown,Brisbane Lions,RUCK,matched,Oliver Hayes-Brown,Richmond,RUCK,True,
88,oliver-henry,Oliver Henry,Brisbane Lions,"G-FWD,K-FWD",matched,Oliver Henry,Collingwood,GEN_FWD,True,
694,oliver-hollands,Oliver Hollands,Sydney Swans,"G-DEF,MID",matched,Oliver Hollands,Carlton,GEN_DEF,True,
552,oliver-wiltshire,Oliver Wiltshire,Port Adelaide Power,G-FWD,matched,Oliver Wiltshire,Geelong,GEN_FWD,True,
643,oliver-wines,Oliver Wines,St Kilda Saints,MID,matched,Oliver Wines,Port Adelaide,MID,True,
349,ollie-dempsey,Ollie Dempsey,Geelong Cats,MID,matched,Ollie Dempsey,Geelong,MID,True,
418,ollie-greeves,Ollie Greeves,Hawthorn Hawks,MID,matched,Ollie Greeves,Hawthorn,MID,True,
723,ollie-lord,Ollie Lord,West Coast Eagles,"G-FWD,K-FWD",matched,Ollie Lord,Port Adelaide,K-FWD,True,
648,ollie-murphy,Ollie Murphy,St Kilda Saints,"G-DEF,K-DEF",matched,Ollie Murphy,Fremantle,K-DEF,False,no_current_or_historical_scoring_games+no_recent_activity_signal+not_recent_unplayed_draftee
474,oscar-adams,Oscar Adams,Melbourne Demons,"G-DEF,K-DEF",matched,Oscar Adams,St Kilda,GEN_DEF,True,
110,oscar-allen,Oscar Allen,Carlton Blues,"G-FWD,K-FWD",matched,Oscar Allen,West Coast,K-FWD,True,
238,oscar-berry,Oscar Berry,Free agents,"K-DEF,G-DEF",matched,Oscar Berry,,K-DEF,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
277,oscar-mcdonald,Oscar McDonald,Free agents,"K-DEF,G-DEF",matched,Oscar McDonald,Melbourne,K-DEF,True,
205,oscar-ryan,Oscar Ryan,Adelaide Crows,G-DEF,matched,Oscar Ryan,Adelaide,GEN_DEF,False,no_current_or_historical_scoring_games+no_recent_activity_signal+not_recent_unplayed_draftee
6,oscar-steene,Oscar Steene,Adelaide Crows,"RUCK,G-FWD,K-FWD",matched,Oscar Steene,Collingwood,RUCK,True,
70,oskar-baker,Oskar Baker,Brisbane Lions,"G-DEF,MID,G-FWD",matched,Oskar Baker,Melbourne,GEN_FWD,True,
425,oskar-taylor,Oskar Taylor,Hawthorn Hawks,G-DEF,matched,Oskar Taylor,GWS,GEN_DEF,True,
619,paddy-cross,Paddy Cross,Richmond Tigers,G-FWD,matched,Paddy Cross,Melbourne,GEN_FWD,True,
64,paddy-dow,Paddy Dow,Brisbane Lions,MID,matched,Paddy Dow,Carlton,MID,True,
245,patrick-carr,Patrick Carr,Free agents,RUCK,matched,Patrick Carr,,RUCK,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
532,patrick-cripps,Patrick Cripps,Port Adelaide Power,MID,matched,Patrick Cripps,Carlton,MID,True,
546,patrick-dangerfield,Patrick Dangerfield,Port Adelaide Power,G-FWD,matched,Patrick Dangerfield,Adelaide,GEN_FWD,True,
138,patrick-lipinski,Patrick Lipinski,Collingwood Magpies,"MID,G-FWD",matched,Patrick Lipinski,Western Bulldogs,GEN_FWD,True,
132,patrick-retschko,Patrick Retschko,Carlton Blues,MID,matched,Patrick Retschko,Geelong,MID,True,
287,patrick-said,Patrick Said,Free agents,G-FWD,matched,Patrick Said,St Kilda,GEN_FWD,True,
428,patrick-snell,Patrick Snell,Hawthorn Hawks,"G-DEF,G-FWD,K-FWD,K-DEF",matched,Patrick Snell,Sydney,K-DEF,False,no_current_or_historical_scoring_games+no_recent_activity_signal+not_recent_unplayed_draftee
336,patrick-voss,Patrick Voss,Fremantle Dockers,"G-FWD,K-FWD",matched,Patrick Voss,Essendon,K-FWD,True,
616,paul-curtis,Paul Curtis,Richmond Tigers,G-FWD,matched,Paul Curtis,North Melbourne,GEN_FWD,True,
664,peter-ladhams,Peter Ladhams,St Kilda Saints,"RUCK,G-FWD,K-FWD",matched,Peter Ladhams,Port Adelaide,RUCK,True,
559,peter-wright,Peter Wright,Port Adelaide Power,"G-FWD,K-FWD,RUCK",matched,Peter Wright,Gold Coast,K-FWD,True,
414,phoenix-gothard,Phoenix Gothard,Hawthorn Hawks,G-FWD,matched,Phoenix Gothard,GWS,GEN_FWD,True,
294,reece-torrent,Reece Torrent,Free agents,MID,matched,Reece Torrent,Brisbane,MID,False,no_current_or_historical_scoring_games+no_recent_activity_signal+not_recent_unplayed_draftee
528,reef-mcinnes,Reef McInnes,North Melbourne Kangaroos,"G-DEF,K-DEF",matched,Reef McInnes,Collingwood,K-DEF,True,
348,reilly-o-brien,Reilly O'Brien,Geelong Cats,RUCK,matched,Reilly O'Brien,Adelaide,RUCK,True,
468,reuben-ginbey,Reuben Ginbey,Melbourne Demons,G-DEF,matched,Reuben Ginbey,West Coast,K-DEF,True,
113,rhett-bazzo,Rhett Bazzo,Carlton Blues,"G-DEF,K-DEF",matched,Rhett Bazzo,West Coast,K-DEF,True,
659,rhyan-mansell,Rhyan Mansell,St Kilda Saints,G-FWD,matched,Rhyan Mansell,Richmond,GEN_FWD,True,
517,rhylee-west,Rhylee West,North Melbourne Kangaroos,G-FWD,matched,Rhylee West,Western Bulldogs,GEN_FWD,True,
352,rhys-stanley,Rhys Stanley,Geelong Cats,RUCK,matched,Rhys Stanley,St Kilda,RUCK,True,
297,rhys-unwin,Rhys Unwin,Free agents,G-FWD,matched,Rhys Unwin,Essendon,GEN_FWD,True,
555,riak-andrew,Riak Andrew,Port Adelaide Power,"G-DEF,K-DEF",matched,Riak Andrew,Sydney,K-DEF,True,
772,ricky-mentha,Ricky Mentha,Western Bulldogs,"G-DEF,G-FWD",matched,Ricky Mentha,Melbourne,GEN_FWD,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
147,riley-bice,Riley Bice,Collingwood Magpies,G-DEF,matched,Riley Bice,Sydney,GEN_DEF,True,
220,riley-garcia,Riley Garcia,Essendon Bombers,"MID,G-FWD",matched,Riley Garcia,Western Bulldogs,GEN_FWD,True,
258,riley-hamilton,Riley Hamilton,Free agents,"G-FWD,MID",matched,Riley Hamilton,GWS,GEN_FWD,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
683,riley-hardeman,Riley Hardeman,Sydney Swans,G-DEF,matched,Riley Hardeman,North Melbourne,GEN_DEF,True,
368,riley-onley,Riley Onley,Geelong Cats,MID,matched,Riley Onley,Melbourne,MID,True,
449,riley-thilthorpe,Riley Thilthorpe,Melbourne Demons,"G-FWD,K-FWD",matched,Riley Thilthorpe,Adelaide,K-FWD,True,
291,river-stevens,River Stevens,Free agents,"G-FWD,MID",matched,River Stevens,North Melbourne,GEN_FWD,True,
500,roan-steele,Roan Steele,North Melbourne Kangaroos,MID,matched,Roan Steele,Collingwood,MID,True,
282,rob-monahan,Rob Monahan,Free agents,G-DEF,matched,Rob Monahan,Carlton,GEN_DEF,False,no_current_or_historical_scoring_games+no_recent_activity_signal+not_recent_unplayed_draftee
717,robert-hansen,Robert Hansen,West Coast Eagles,"MID,G-FWD",matched,Robert Hansen,North Melbourne,GEN_FWD,True,
526,rory-laird,Rory Laird,North Melbourne Kangaroos,G-DEF,matched,Rory Laird,Adelaide,GEN_DEF,True,
551,rory-lobb,Rory Lobb,Port Adelaide Power,"G-DEF,K-DEF",matched,Rory Lobb,GWS,K-DEF,True,
561,rowan-marshall,Rowan Marshall,Port Adelaide Power,"RUCK,K-FWD",matched,Rowan Marshall,St Kilda,RUCK,True,
424,ryan-angwin,Ryan Angwin,Hawthorn Hawks,MID,matched,Ryan Angwin,GWS,MID,True,
10,ryan-byrnes,Ryan Byrnes,Adelaide Crows,G-DEF,matched,Ryan Byrnes,St Kilda,GEN_DEF,True,
255,ryan-gardner,Ryan Gardner,Free agents,"K-DEF,G-DEF",matched,Ryan Gardner,Geelong,K-DEF,True,
709,ryan-lester,Ryan Lester,Sydney Swans,G-DEF,matched,Ryan Lester,Brisbane,K-DEF,True,
655,ryan-maric,Ryan Maric,St Kilda Saints,"G-DEF,MID",matched,Ryan Maric,West Coast,MID,True,
274,ryda-luke,Ryda Luke,Free agents,G-FWD,matched,Ryda Luke,Fremantle,GEN_FWD,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
699,ryley-sanders,Ryley Sanders,Sydney Swans,"MID,G-FWD",matched,Ryley Sanders,Western Bulldogs,MID,True,
518,saad-el-hawli,Saad El-Hawli,North Melbourne Kangaroos,MID,matched,Saad El-Hawli,Essendon,GEN_DEF,True,
707,sam-allen,Sam Allen,Sydney Swans,"MID,G-FWD",matched,Sam Allen,West Coast,MID,True,
119,sam-banks,Sam Banks,Carlton Blues,"G-DEF,MID",matched,Sam Banks,Richmond,GEN_DEF,True,
701,sam-berry,Sam Berry,Sydney Swans,MID,matched,Sam Berry,Adelaide,MID,True,
585,sam-butler-1,Sam Butler,Richmond Tigers,"MID,G-FWD",matched,Sam Butler,Hawthorn,GEN_FWD,True,
680,sam-clohesy,Sam Clohesy,Sydney Swans,MID,matched,Sam Clohesy,Gold Coast,MID,True,
458,sam-cumming,Sam Cumming,Carlton Blues,MID,matched,Sam Cumming,Richmond,MID,True,
3,sam-darcy,Sam Darcy,Adelaide Crows,"G-FWD,K-FWD",matched,Sam Darcy,Western Bulldogs,K-FWD,True,
58,sam-davidson,Sam Davidson,Brisbane Lions,"MID,G-FWD",matched,Sam Davidson,Western Bulldogs,GEN_FWD,True,
386,sam-de-koning,Sam De Koning,Geelong Cats,"G-DEF,K-DEF",matched,Sam De Koning,Geelong,K-DEF,True,
514,sam-draper,Sam Draper,North Melbourne Kangaroos,"RUCK,G-FWD,K-FWD",matched,Sam Draper,Essendon,RUCK,True,
739,sam-durham,Sam Durham,West Coast Eagles,"MID,G-FWD",matched,Sam Durham,Essendon,MID,True,
37,sam-flanders,Sam Flanders,Adelaide Crows,"G-FWD,MID,G-DEF",matched,Sam Flanders,Gold Coast,MID,True,
123,sam-lalor,Sam Lalor,Carlton Blues,"G-FWD,MID",matched,Sam Lalor,Richmond,MID,True,
761,sam-marshall,Sam Marshall,Western Bulldogs,MID,matched,Sam Marshall,Brisbane,MID,True,
33,sam-powell-pepper,Sam Powell-Pepper,Adelaide Crows,G-FWD,matched,Sam Powell-Pepper,Port Adelaide,GEN_FWD,True,
292,sam-sturt,Sam Sturt,Free agents,G-FWD,matched,Sam Sturt,Fremantle,GEN_FWD,True,
702,sam-switkowski,Sam Switkowski,Sydney Swans,G-FWD,matched,Sam Switkowski,Fremantle,GEN_FWD,True,
513,sam-taylor,Sam Taylor,North Melbourne Kangaroos,"G-DEF,K-DEF",matched,Sam Taylor,GWS,K-DEF,True,
45,sam-walsh,Sam Walsh,Brisbane Lions,MID,matched,Sam Walsh,Carlton,MID,True,
140,sam-wicks,Sam Wicks,Collingwood Magpies,G-DEF,matched,Sam Wicks,Sydney,GEN_DEF,True,
208,samson-ryan,Samson Ryan,West Coast Eagles,RUCK,matched,Samson Ryan,Richmond,RUCK,True,
631,samuel-collins,Samuel Collins,St Kilda Saints,"G-DEF,K-DEF",matched,Samuel Collins,Fremantle,K-DEF,True,
143,samuel-grlj,Samuel Grlj,Collingwood Magpies,"G-DEF,MID",matched,Samuel Grlj,Richmond,MID,True,
228,samuel-swadling,Samuel Swadling,Essendon Bombers,MID,matched,Samuel Swadling,Collingwood,MID,True,
